time[s],SensorID,event,mask,tL.num_valid_targets,tL.reserved,tL.targets[0].amplitude,tL.targets[0].range,tL.targets[0].reserved[0],tL.targets[0].reserved[1],tL.targets[1].amplitude,tL.targets[1].range,tL.targets[1].reserved[0],tL.targets[1].reserved[1],tL.targets[2].amplitude,tL.targets[2].range,tL.targets[2].reserved[0],tL.targets[2].reserved[1],tL.targets[3].amplitude,tL.targets[3].range,tL.targets[3].reserved[0],tL.targets[3].reserved[1],tL.targets[4].amplitude,tL.targets[4].range,tL.targets[4].reserved[0],tL.targets[4].reserved[1]
593.486,1,1,25,1,0,9092,0.36320803036018573,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
593.522,0,1,17,1,0,16134,0.3314415381758497,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
593.563,1,1,25,1,0,9098,0.3633474576271186,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
593.599,0,1,17,1,0,16131,0.3314415381758497,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
593.64,1,1,25,1,0,9085,0.36306860309325284,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
593.676,0,1,17,1,0,16206,0.3314415381758497,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
593.717,1,1,25,1,0,9066,0.3633474576271186,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
593.753,0,1,17,1,0,16178,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
593.794,1,1,25,1,0,9064,0.3633474576271186,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
593.83,0,1,17,1,0,16180,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
593.871,1,1,25,1,0,9063,0.3622320394916555,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
593.907,0,1,17,1,0,16206,0.3314415381758497,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
593.948,1,1,25,1,0,9050,0.3623714667585884,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
593.984,0,1,17,1,0,16132,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.025,1,1,25,1,0,9042,0.3625108940255213,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.061,0,1,17,1,0,16240,0.3314415381758497,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.102,1,1,25,1,0,9035,0.36265032129245417,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.138,0,1,17,1,0,16138,0.3314415381758497,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.179,1,1,25,1,0,9089,0.36320803036018573,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.215,0,1,17,1,0,16208,0.3314415381758497,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.256,1,1,25,1,0,9095,0.3625108940255213,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.292,0,1,17,1,0,16145,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.333,1,1,25,1,0,9154,0.3625108940255213,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.369,0,1,17,1,0,16141,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.41,1,1,25,1,0,9156,0.36320803036018573,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.446,0,1,17,1,0,16206,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.487,1,1,25,1,0,9218,0.36320803036018573,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.523,0,1,17,1,0,16206,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.564,1,1,25,1,0,9145,0.36306860309325284,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.6,0,1,17,1,0,16197,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.641,1,1,25,1,0,9197,0.36306860309325284,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.677,0,1,17,1,0,16206,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.718,1,1,25,1,0,9189,0.36306860309325284,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.754,0,1,17,1,0,16209,0.3314415381758497,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
594.795,1,1,25,1,0,9265,0.36292917582631995,20,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
594.831,0,1,17,1,0,16134,0.33156995411470125,21,1600,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
