time[s],SensorID,event,mask,tL.num_valid_targets,tL.reserved,tL.targets[0].amplitude,tL.targets[0].range,tL.targets[0].reserved[0],tL.targets[0].reserved[1],tL.targets[1].amplitude,tL.targets[1].range,tL.targets[1].reserved[0],tL.targets[1].reserved[1],tL.targets[2].amplitude,tL.targets[2].range,tL.targets[2].reserved[0],tL.targets[2].reserved[1],tL.targets[3].amplitude,tL.targets[3].range,tL.targets[3].reserved[0],tL.targets[3].reserved[1],tL.targets[4].amplitude,tL.targets[4].range,tL.targets[4].reserved[0],tL.targets[4].reserved[1]
743.339,0,1,17,1,0,16022,0.6998668667409457,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.38,1,1,25,1,0,8964,0.7021557162740482,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
743.416,0,1,17,1,0,16092,0.6999952826797973,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.457,1,1,25,1,0,9084,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
743.493,0,1,17,1,0,16211,0.6999952826797973,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.534,1,1,25,1,0,9115,0.7021557162740482,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
743.57,0,1,17,1,0,16074,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.611,1,1,25,1,0,9227,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
743.647,0,1,17,1,0,16054,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.688,1,1,25,1,0,9272,0.7024345708079139,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
743.724,0,1,17,1,0,16074,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.765,1,1,25,1,0,9277,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
743.801,0,1,17,1,0,16067,0.6998668667409457,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.842,1,1,25,1,0,9287,0.7021557162740482,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
743.878,0,1,17,1,0,16077,0.6996100348632426,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.919,1,1,25,1,0,9281,0.7021557162740482,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
743.955,0,1,17,1,0,16248,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
743.996,1,1,25,1,0,9408,0.7024345708079139,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.032,0,1,17,1,0,16107,0.6996100348632426,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.073,1,1,25,1,0,9487,0.7024345708079139,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.109,0,1,17,1,0,16112,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.15,1,1,25,1,0,9504,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.186,0,1,17,1,0,16027,0.6996100348632426,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.227,1,1,25,1,0,9501,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.263,0,1,17,1,0,16034,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.304,1,1,25,1,0,9537,0.7021557162740482,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.34,0,1,17,1,0,16099,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.381,1,1,25,1,0,9499,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.417,0,1,17,1,0,16232,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.458,1,1,25,1,0,9426,0.7021557162740482,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.494,0,1,17,1,0,16074,0.6996100348632426,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.535,1,1,25,1,0,9455,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.571,0,1,17,1,0,16035,0.6994816189243911,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.612,1,1,25,1,0,9480,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.648,0,1,17,1,0,16116,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.689,1,1,25,1,0,9444,0.7021557162740482,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.725,0,1,17,1,0,16149,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.766,1,1,25,1,0,9428,0.702295143540981,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.802,0,1,17,1,0,16045,0.6996100348632426,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.843,1,1,25,1,0,9414,0.7024345708079139,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.879,0,1,17,1,0,16059,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.92,1,1,25,1,0,9426,0.7024345708079139,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
744.956,0,1,17,1,0,16063,0.6996100348632426,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
744.997,1,1,25,1,0,9453,0.7024345708079139,41,1600,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
745.033,0,1,17,1,0,16109,0.6997384508020942,44,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
