time[s],SensorID,event,mask,tL.num_valid_targets,tL.reserved,tL.targets[0].amplitude,tL.targets[0].range,tL.targets[0].reserved[0],tL.targets[0].reserved[1],tL.targets[1].amplitude,tL.targets[1].range,tL.targets[1].reserved[0],tL.targets[1].reserved[1],tL.targets[2].amplitude,tL.targets[2].range,tL.targets[2].reserved[0],tL.targets[2].reserved[1],tL.targets[3].amplitude,tL.targets[3].range,tL.targets[3].reserved[0],tL.targets[3].reserved[1],tL.targets[4].amplitude,tL.targets[4].range,tL.targets[4].reserved[0],tL.targets[4].reserved[1]
767.335,1,1,25,1,0,7818,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.371,0,1,17,1,0,15914,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
767.412,1,1,25,1,0,7837,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.448,0,1,17,1,0,15929,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
767.489,1,1,25,1,0,7886,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.525,0,1,17,1,0,15934,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
767.566,1,1,25,1,0,7994,0.8003125121948047,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.602,0,1,17,1,0,15909,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
767.643,1,1,25,1,0,7965,0.8003125121948047,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.679,0,1,17,1,0,15882,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
767.72,1,1,25,1,0,7970,0.8004519394617375,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.756,0,1,17,1,0,15930,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
767.797,1,1,25,1,0,7986,0.8003125121948047,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.833,0,1,17,1,0,16098,0.8005449628005606,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
767.874,1,1,25,1,0,7920,0.8003125121948047,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.91,0,1,17,1,0,15928,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
767.951,1,1,25,1,0,7993,0.8004519394617375,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
767.987,0,1,17,1,0,16272,0.8006733787394121,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.028,1,1,25,1,0,7981,0.8004519394617375,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.064,0,1,17,1,0,15882,0.8000312990451545,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.105,1,1,25,1,0,7975,0.8005913667286705,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.141,0,1,17,1,0,15919,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.182,1,1,25,1,0,7874,0.8004519394617375,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.219,0,1,17,1,0,16121,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.259,1,1,25,1,0,7699,0.8003125121948047,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.296,0,1,17,1,0,15934,0.8000312990451545,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.336,1,1,25,1,0,7562,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.373,0,1,17,1,0,16054,0.7999028831063029,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.414,1,1,25,1,0,7603,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.45,0,1,17,1,0,16201,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.491,1,1,25,1,0,7702,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.527,0,1,17,1,0,16280,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.568,1,1,25,1,0,7681,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.604,0,1,17,1,0,16310,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.645,1,1,25,1,0,7644,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.681,0,1,17,1,0,15939,0.7996460512285998,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.722,1,1,25,1,0,7600,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.758,0,1,17,1,0,16330,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.799,1,1,25,1,0,7594,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.835,0,1,17,1,0,16205,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.876,1,1,25,1,0,7575,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.912,0,1,17,1,0,16027,0.7999028831063029,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
768.953,1,1,25,1,0,7590,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
768.989,0,1,17,1,0,16194,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.03,1,1,25,1,0,7563,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.066,0,1,17,1,0,16257,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.107,1,1,25,1,0,7508,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.143,0,1,17,1,0,16099,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.184,1,1,25,1,0,7509,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.22,0,1,17,1,0,15845,0.7997744671674514,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.261,1,1,25,1,0,7436,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.297,0,1,17,1,0,16114,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.338,1,1,25,1,0,7351,0.7996153758601402,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.374,0,1,17,1,0,16138,0.8005449628005606,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.415,1,1,25,1,0,7344,0.7996153758601402,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.451,0,1,17,1,0,16055,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.492,1,1,25,1,0,7417,0.7994759485932074,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.528,0,1,17,1,0,15983,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.569,1,1,25,1,0,7525,0.7994759485932074,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.605,0,1,17,1,0,16035,0.8005449628005606,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.646,1,1,25,1,0,7540,0.7994759485932074,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.682,0,1,17,1,0,15986,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.723,1,1,25,1,0,7532,0.7994759485932074,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.759,0,1,17,1,0,16020,0.8005449628005606,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.8,1,1,25,1,0,7399,0.7993365213262744,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.836,0,1,17,1,0,15985,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.877,1,1,25,1,0,7327,0.7993365213262744,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.913,0,1,17,1,0,15984,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
769.954,1,1,25,1,0,7309,0.7993365213262744,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
769.99,0,1,17,1,0,15986,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.031,1,1,25,1,0,7309,0.7990576667924086,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.067,0,1,17,1,0,15909,0.7999028831063029,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.108,1,1,25,1,0,7357,0.7991970940593416,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.144,0,1,17,1,0,16073,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.185,1,1,25,1,0,7345,0.7991970940593416,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.221,0,1,17,1,0,16073,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.262,1,1,25,1,0,7405,0.7991970940593416,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.298,0,1,17,1,0,807,0.7198997532017875,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.339,1,1,25,1,0,7421,0.7993365213262744,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.375,0,1,17,1,0,16196,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.416,1,1,25,1,0,7432,0.7993365213262744,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.452,0,1,17,1,0,824,0.7201565850794905,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.493,1,1,25,1,0,7384,0.7993365213262744,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.529,0,1,17,1,0,813,0.7193860894463813,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.57,1,1,25,1,0,7365,0.7991970940593416,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.606,0,1,17,1,0,802,0.7193860894463813,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.647,1,1,25,1,0,7437,0.7994759485932074,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.683,0,1,17,1,0,849,0.7197713372629359,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.724,1,1,25,1,0,7508,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.76,0,1,17,1,0,832,0.7195145053852328,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.801,1,1,25,1,0,7544,0.7996153758601402,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.837,0,1,17,1,0,865,0.7193860894463813,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.878,1,1,25,1,0,7591,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.914,0,1,17,1,0,893,0.7205418328960452,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
770.955,1,1,25,1,0,7632,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
770.991,0,1,17,1,0,925,0.7209270807125998,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.032,1,1,25,1,0,7562,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.068,0,1,17,1,0,932,0.7204134169571936,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.109,1,1,25,1,0,7484,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.145,0,1,17,1,0,925,0.7202850010183421,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.186,1,1,25,1,0,7409,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.222,0,1,17,1,0,901,0.7206702488348967,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.263,1,1,25,1,0,7417,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.299,0,1,17,1,0,911,0.7202850010183421,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.341,1,1,25,1,0,7421,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.377,0,1,17,1,0,865,0.7196429213240844,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.418,1,1,25,1,0,7485,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.454,0,1,17,1,0,864,0.7210554966514514,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.495,1,1,25,1,0,7560,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.531,0,1,17,1,0,863,0.721440744468006,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.572,1,1,25,1,0,7608,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.608,0,1,17,1,0,16139,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.649,1,1,25,1,0,7587,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.685,0,1,17,1,0,805,0.7207986647737483,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.726,1,1,25,1,0,7536,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.762,0,1,17,1,0,15984,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.803,1,1,25,1,0,7610,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.839,0,1,17,1,0,816,0.7213123285291545,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.88,1,1,25,1,0,7691,0.8003125121948047,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.916,0,1,17,1,0,16201,0.8006733787394121,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
771.957,1,1,25,1,0,7593,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
771.993,0,1,17,1,0,15979,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.034,1,1,25,1,0,7629,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.07,0,1,17,1,0,15968,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.111,1,1,25,1,0,7587,0.8001730849278718,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.147,0,1,17,1,0,16054,0.8006733787394121,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.188,1,1,25,1,0,7508,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.224,0,1,17,1,0,16004,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.265,1,1,25,1,0,7395,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.301,0,1,17,1,0,16050,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.342,1,1,25,1,0,7343,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.378,0,1,17,1,0,16011,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.419,1,1,25,1,0,7398,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.455,0,1,17,1,0,16064,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.496,1,1,25,1,0,7432,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.532,0,1,17,1,0,15990,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.573,1,1,25,1,0,7455,0.8000336576609389,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.609,0,1,17,1,0,16012,0.8002881309228576,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.65,1,1,25,1,0,7417,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.686,0,1,17,1,0,15901,0.7999028831063029,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.727,1,1,25,1,0,7378,0.7997548031270731,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.763,0,1,17,1,0,16056,0.800159714984006,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.804,1,1,25,1,0,7375,0.7996153758601402,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.84,0,1,17,1,0,16140,0.8005449628005606,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.881,1,1,25,1,0,7340,0.7996153758601402,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.917,0,1,17,1,0,16051,0.8005449628005606,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
772.958,1,1,25,1,0,7457,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
772.994,0,1,17,1,0,16011,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
773.035,1,1,25,1,0,7498,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
773.071,0,1,17,1,0,15996,0.800416546861709,50,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
773.112,1,1,25,1,0,7493,0.799894230394006,46,800,7919,0,56759,20781,19748,0,6047,28698,29800,0,45489,47546,60647,0,33466,38069
773.148,0,1,17,1,0,817,0.7220828241622638,45,800,16942,0,54111,27247,60086,0,16672,29222,35518,0,80,6224,24615,0,51113,29873
